date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests,cumulative_reported_tests
3/12/2021,Monterey,County,448732,25,42013,0,334,798,512091,25,47182,28,41964,0,329,1081,345157
3/12/2021,Napa,County,139652,3,9203,0,75,572,227337,2,9957,7,9180,0,75,290,143191
3/12/2021,Nevada,County,98710,9,4127,0,67,362,86160,10,4028,16,4101,0,66,216,58431
3/12/2021,Orange,County,3228519,103,247741,0,4479,7288,3201987,146,301830,171,247388,28,4401,10052,2730562
3/12/2021,Out of state,County,,,,,,,,,,,,,,2922,309246
3/12/2021,Placer,County,400434,28,20314,0,240,1023,325966,34,21558,32,20210,0,239,700,264333
3/12/2021,Plumas,County,18997,0,643,0,4,31,17050,0,613,1,641,0,4,56,12522
3/12/2021,Riverside,County,2468145,124,281404,0,3893,5290,2525039,165,336091,156,281037,12,3854,6082,1974262
3/12/2021,Sacramento,County,1567975,125,95467,0,1466,4199,1518429,152,107269,149,95061,5,1460,3073,1167339
3/12/2021,San Benito,County,64022,4,5830,0,61,164,69920,6,6599,1,5817,0,61,132,47176
3/12/2021,San Bernardino,County,2217398,66,283920,0,4032,5154,2544189,124,336244,246,283558,48,3917,5641,2105850
3/12/2021,San Diego,County,3370418,83,265773,0,3462,11681,3558856,235,282150,362,264886,12,3434,19726,3223170
3/12/2021,San Francisco,County,892280,26,34805,0,456,4422,1706334,43,44166,36,34758,0,452,3103,1119835
3/12/2021,San Joaquin,County,782545,88,66824,0,1163,2068,788534,94,77427,-40,66482,-13,1144,2067,610495
3/12/2021,San Luis Obispo,County,278862,22,19822,0,248,1190,436032,27,21222,21,19769,0,247,687,236995
3/12/2021,San Mateo,County,778001,48,39771,0,344,4314,1238212,64,50129,48,39638,0,341,2714,754425
3/12/2021,Santa Barbara,County,456373,15,32525,0,433,1360,518466,36,37371,49,32457,-1,429,1121,341372
3/12/2021,Santa Clara,County,1967585,110,112727,0,1797,12170,3159495,138,128191,150,112396,1,1766,7968,2123164
3/12/2021,Santa Cruz,County,273999,10,14913,0,199,1739,330184,27,15850,34,14846,2,195,736,205585
3/12/2021,Shasta,County,177925,8,11033,0,100,285,158819,9,8274,4,11143,-5,153,476,97190
3/12/2021,Sierra,County,3115,0,49,0,0,1,2291,0,52,1,49,0,0,4,1166
3/12/2021,Siskiyou,County,43956,0,1475,0,5,42,27757,0,1600,2,1468,0,5,136,25344
3/12/2021,Solano,County,444255,25,30288,0,171,1242,552334,30,31633,42,30180,0,171,609,367469
3/12/2021,Sonoma,County,496668,36,28828,0,291,1548,586049,39,31568,37,28714,0,285,999,408689
3/12/2021,Stanislaus,County,562303,58,51383,0,683,1330,526810,76,57884,108,51146,-6,701,1691,436090
3/12/2021,Sutter,County,105747,3,8957,0,102,187,83845,3,9849,7,8940,0,101,261,65703
3/12/2021,Tehama,County,65885,5,4658,0,34,80,50758,5,4533,6,4638,0,33,146,39229
3/12/2021,Trinity,County,13354,0,308,0,3,1,7208,0,328,2,306,0,3,37,10894
3/12/2021,Tulare,County,484423,32,47875,0,803,774,478488,36,55476,63,47772,1,798,1141,348072
3/12/2021,Tuolumne,County,52351,1,3938,0,57,114,82487,1,4569,2,3936,0,57,93,39507
3/12/2021,Unknown,County,,1,24,0,0,,,,,-11,36,0,0,753,646171
3/12/2021,Ventura,County,852747,36,78615,0,916,3463,1172937,58,95015,1,78698,10,899,3184,1049197
3/12/2021,Yolo,County,223612,17,13154,0,190,3038,285885,14,12956,20,13061,-1,189,2640,223516
3/12/2021,Yuba,County,79290,4,5587,0,42,137,58746,5,6333,10,5563,0,42,210,50316
3/11/2021,Alameda,County,1685886,95,82098,0,1177,7843,2098584,124,95464,108,81809,4,1164,3625,1471862
3/11/2021,Alpine,County,1117,1,82,0,0,3,1840,0,30,0,78,0,0,2,726
3/11/2021,Amador,County,38531,0,3506,0,44,100,96626,1,4008,2,3498,0,42,55,31850
3/11/2021,Butte,County,217769,6,11142,0,184,516,187615,8,11728,14,11110,0,185,480,151120
3/11/2021,Calaveras,County,44289,3,1940,0,49,108,35044,3,2183,2,1915,1,49,50,24130
3/11/2021,California,State,40129160,2304,3528917,3,55575,162820,51254847,3354,4203825,3471,3520333,288,54878,215438,49751225
3/11/2021,Colusa,County,22593,0,1882,0,12,25,15157,0,1735,1,1883,0,12,36,13515
3/11/2021,Contra Costa,County,1160099,86,63779,0,736,4436,1268683,118,70427,97,63469,3,728,2330,976233
3/11/2021,Del Norte,County,27558,5,1040,0,6,150,67780,5,1133,7,1027,1,6,125,23759
3/11/2021,El Dorado,County,193098,5,9230,0,105,373,146760,4,9057,8,9211,1,101,376,125767
3/11/2021,Fresno,County,1032227,107,97474,0,1498,3103,1027555,137,114058,160,97026,10,1481,2466,806519
3/11/2021,Glenn,County,29348,0,2262,0,17,56,21337,3,2320,2,2255,0,15,50,16187
3/11/2021,Humboldt,County,134098,11,3331,0,33,450,114236,11,3502,6,3302,0,32,365,84875
3/11/2021,Imperial,County,191649,17,27130,0,689,527,254195,23,30980,-6,27045,0,675,815,161619
3/11/2021,Inyo,County,18453,2,1344,0,35,61,16334,3,1133,7,1335,0,35,44,13797
3/11/2021,Kern,County,927251,51,93275,0,1144,2524,877753,61,106076,87,93052,19,1121,1903,667105
3/11/2021,Kings,County,156444,16,22284,0,233,599,309902,19,25804,17,22183,4,230,249,145718
3/11/2021,Lake,County,64871,4,3238,0,43,155,58508,4,3764,7,3214,0,42,140,47901
3/11/2021,Lassen,County,30065,0,5126,0,1,127,112873,0,5871,4,5124,0,1,30,43477
3/11/2021,Los Angeles,County,10257557,484,1171994,1,22525,46231,16714693,833,1499001,1032,1170111,117,22316,92049,22762620
3/11/2021,Madera,County,160089,22,15801,0,214,448,207543,24,17774,20,15725,2,214,264,116284
3/11/2021,Marin,County,260800,15,13405,0,218,1546,429332,23,14810,8,13356,1,217,661,270866
3/11/2021,Mariposa,County,17795,0,376,0,5,86,18749,0,418,0,376,0,5,20,7831
3/11/2021,Mendocino,County,88439,3,3612,0,44,212,87913,4,3978,2,3604,0,42,142,56676
3/11/2021,Merced,County,287420,24,29140,0,407,1185,303434,29,30764,74,29001,0,401,921,213594
3/11/2021,Modoc,County,9475,1,341,0,3,13,5344,1,158,2,340,0,3,8,3573
3/11/2021,Mono,County,13961,0,1206,0,3,20,14429,0,1306,2,1206,0,3,8,12705
3/11/2021,Monterey,County,448732,26,41988,1,334,1174,511293,29,47157,16,41936,0,329,889,344076
3/11/2021,Napa,County,139652,11,9200,0,75,961,226765,10,9955,8,9173,0,75,245,142901
3/11/2021,Nevada,County,98710,4,4118,0,67,291,85798,13,4018,11,4085,0,66,182,58215
3/11/2021,Orange,County,3228519,144,247638,0,4479,8204,3194699,218,301684,142,247217,31,4373,8278,2720510
3/11/2021,Out of state,County,,,,,,,,,,,,,,3283,306324
3/11/2021,Placer,County,400434,22,20286,0,240,993,324943,40,21524,34,20178,0,239,612,263633
3/11/2021,Plumas,County,18997,1,643,0,4,78,17019,2,613,1,640,0,4,35,12466
3/11/2021,Riverside,County,2468145,126,281280,0,3893,6861,2519749,187,335926,173,280881,20,3842,5650,1968180
3/11/2021,Sacramento,County,1567975,132,95342,0,1466,4902,1514230,165,107117,116,94912,3,1455,2683,1164266
3/11/2021,San Benito,County,64022,7,5826,0,61,184,69756,8,6593,5,5816,0,61,97,47044
3/11/2021,San Bernardino,County,2217398,83,283854,1,4032,6576,2539035,153,336120,172,283312,28,3869,4378,2100209
3/11/2021,San Diego,County,3370418,140,265690,0,3462,12000,3547175,271,281915,430,264524,9,3422,54973,3203444
3/11/2021,San Francisco,County,892280,23,34779,0,456,5665,1701912,38,44123,34,34722,2,452,2309,1116732
3/11/2021,San Joaquin,County,782545,118,66736,0,1163,2823,786466,135,77333,39,66522,1,1157,1522,608428
3/11/2021,San Luis Obispo,County,278862,30,19800,0,248,1075,434842,31,21195,38,19748,0,247,490,236308
3/11/2021,San Mateo,County,778001,27,39723,0,344,6759,1233898,40,50065,19,39590,3,341,1969,751711
3/11/2021,Santa Barbara,County,456373,17,32510,0,433,1423,517106,31,37335,52,32408,1,430,826,340251
3/11/2021,Santa Clara,County,1967585,119,112617,0,1797,14945,3147325,135,128053,143,112246,6,1765,6011,2115196
3/11/2021,Santa Cruz,County,273999,10,14903,0,199,1289,328445,20,15823,22,14812,1,193,601,204849
3/11/2021,Shasta,County,177925,12,11025,0,100,474,158534,11,8265,14,11139,3,158,347,96714
3/11/2021,Sierra,County,3115,0,49,0,0,8,2290,0,52,0,48,0,0,4,1162
3/11/2021,Siskiyou,County,43956,1,1475,0,5,104,27715,1,1600,8,1466,0,5,87,25208
3/11/2021,Solano,County,444255,28,30263,0,171,1744,551092,27,31603,27,30138,1,171,535,366860
3/11/2021,Sonoma,County,496668,37,28792,0,291,1760,584501,50,31529,39,28677,-1,285,718,407690
3/11/2021,Stanislaus,County,562303,70,51325,0,683,1968,525480,101,57808,70,51038,1,707,1313,434399
3/11/2021,Sutter,County,105747,12,8954,0,102,271,83658,14,9846,15,8933,0,101,208,65442
3/11/2021,Tehama,County,65885,9,4653,0,34,149,50678,7,4528,9,4632,0,33,106,39083
3/11/2021,Trinity,County,13354,0,308,0,3,10,7207,0,328,0,304,0,3,41,10857
3/11/2021,Tulare,County,484423,37,47843,0,803,1870,477714,48,55440,50,47709,4,797,916,346931
3/11/2021,Tuolumne,County,52351,1,3937,0,57,172,82373,1,4568,3,3934,0,57,45,39414
3/11/2021,Unknown,County,,0,23,0,0,,,,,2,47,0,0,2212,645418
3/11/2021,Ventura,County,852747,71,78579,0,916,4225,1169474,102,94957,88,78697,11,889,2301,1046013
3/11/2021,Yolo,County,223612,19,13137,0,190,2803,282847,19,12942,20,13041,1,190,4179,220876
3/11/2021,Yuba,County,79290,9,5583,0,42,162,58609,9,6328,8,5553,0,42,179,50106
3/10/2021,Alameda,County,1685886,78,82003,0,1177,9151,2090741,101,95340,83,81701,9,1160,1762,1468237
3/10/2021,Alpine,County,1117,0,81,0,0,2,1837,0,30,0,78,0,0,1,724
3/10/2021,Amador,County,38531,0,3506,0,44,167,96526,0,4007,2,3496,0,42,37,31795
3/10/2021,Butte,County,217769,11,11136,0,184,666,187099,12,11720,4,11096,0,185,276,150640
3/10/2021,Calaveras,County,44289,1,1937,0,49,92,34936,1,2180,0,1913,0,48,32,24080
3/10/2021,California,State,40129160,2323,3526613,2,55572,187794,51092027,3324,4200471,3184,3516862,270,54590,92180,49535787
3/10/2021,Colusa,County,22593,0,1882,0,12,169,15132,0,1735,2,1882,1,12,19,13479
3/10/2021,Contra Costa,County,1160099,87,63693,1,736,5546,1264247,107,70309,58,63372,2,725,1123,973903
3/10/2021,Del Norte,County,27558,6,1035,0,6,179,67630,6,1128,3,1020,0,5,69,23634
3/10/2021,El Dorado,County,193098,7,9225,0,105,442,146387,7,9053,5,9203,2,100,161,125391
3/10/2021,Fresno,County,1032227,103,97367,0,1498,3775,1024452,140,113921,122,96866,8,1471,1324,804053
3/10/2021,Glenn,County,29348,2,2262,0,17,55,21281,2,2317,2,2253,0,15,24,16137
3/10/2021,Humboldt,County,134098,11,3320,0,33,544,113786,16,3491,8,3296,0,32,183,84510
3/10/2021,Imperial,County,191649,5,27113,0,689,711,253668,10,30957,6,27051,0,675,114,160804
3/10/2021,Inyo,County,18453,2,1342,0,35,32,16273,3,1130,4,1328,0,35,18,13753
3/10/2021,Kern,County,927251,76,93224,0,1144,3773,875229,83,106015,41,92965,14,1102,1336,665202
3/10/2021,Kings,County,156444,30,22268,0,233,874,309303,34,25785,23,22166,0,226,179,145469
3/10/2021,Lake,County,64871,8,3234,0,43,168,58353,9,3760,5,3207,0,42,150,47761
3/10/2021,Lassen,County,30065,0,5126,0,1,155,112746,0,5871,0,5120,0,1,23,43447
3/10/2021,Los Angeles,County,10257557,493,1171510,1,22524,53287,16668462,856,1498168,1112,1169079,119,22199,55816,22670571
3/10/2021,Madera,County,160089,13,15779,0,214,577,207095,18,17750,4,15705,1,212,140,116020
3/10/2021,Marin,County,260800,16,13390,0,218,1375,427786,23,14787,13,13348,2,216,447,270205
3/10/2021,Mariposa,County,17795,0,376,0,5,50,18663,0,418,0,376,0,5,14,7811
3/10/2021,Mendocino,County,88439,3,3609,0,44,242,87701,3,3974,7,3602,0,42,87,56534
3/10/2021,Merced,County,287420,43,29116,0,407,1234,302249,53,30735,51,28927,2,401,509,212673
3/10/2021,Modoc,County,9475,0,340,0,3,10,5331,0,157,0,338,0,3,3,3565
3/10/2021,Mono,County,13961,1,1206,0,3,11,14409,1,1306,1,1204,0,3,6,12697
3/10/2021,Monterey,County,448732,17,41962,0,333,1548,510119,25,47128,26,41920,0,329,475,343187
3/10/2021,Napa,County,139652,5,9189,0,75,1149,225804,6,9945,10,9165,0,75,159,142656
3/10/2021,Nevada,County,98710,8,4114,0,67,278,85507,13,4005,12,4074,0,66,111,58033
3/10/2021,Orange,County,3228519,117,247494,0,4479,10627,3186495,191,301466,86,247075,32,4342,4219,2712232
3/10/2021,Out of state,County,,,,,,,,,,,,,,969,303041
3/10/2021,Placer,County,400434,30,20264,0,240,1689,323950,41,21484,22,20144,0,239,275,263021
3/10/2021,Plumas,County,18997,2,642,0,4,187,16941,1,611,0,639,0,4,19,12431
3/10/2021,Riverside,County,2468145,126,281154,0,3893,7236,2512888,175,335739,146,280708,1,3822,2622,1962530
3/10/2021,Sacramento,County,1567975,159,95210,0,1466,6016,1509328,192,106952,76,94796,10,1452,1413,1161583
3/10/2021,San Benito,County,64022,4,5819,0,61,289,69572,4,6585,11,5811,0,61,46,46947
3/10/2021,San Bernardino,County,2217398,99,283771,0,4031,7086,2532459,152,335967,169,283140,18,3841,2338,2095831
3/10/2021,San Diego,County,3370418,161,265550,0,3462,12221,3535175,245,281644,349,264094,8,3413,2411,3148471
3/10/2021,San Francisco,County,892280,21,34756,0,456,6492,1696247,33,44085,34,34688,0,450,1207,1114423
3/10/2021,San Joaquin,County,782545,84,66618,0,1163,2935,783643,114,77198,100,66483,6,1156,860,606906
3/10/2021,San Luis Obispo,County,278862,11,19770,0,248,1154,433767,21,21164,38,19710,2,247,419,235818
3/10/2021,San Mateo,County,778001,44,39696,0,344,9039,1227139,54,50025,36,39571,2,338,1270,749742
3/10/2021,Santa Barbara,County,456373,27,32493,0,433,2473,515683,41,37304,42,32356,1,429,577,339425
3/10/2021,Santa Clara,County,1967585,135,112498,0,1797,15003,3132380,170,127918,140,112103,3,1759,3189,2109185
3/10/2021,Santa Cruz,County,273999,17,14893,0,199,1730,327156,18,15803,26,14790,4,192,331,204248
3/10/2021,Shasta,County,177925,1,11013,0,100,736,158060,4,8254,12,11125,0,155,234,96367
3/10/2021,Sierra,County,3115,0,49,0,0,4,2282,1,52,0,48,0,0,2,1158
3/10/2021,Siskiyou,County,43956,4,1474,0,5,64,27611,6,1599,11,1458,0,5,51,25121
3/10/2021,Solano,County,444255,24,30235,0,171,1846,549348,28,31576,21,30111,1,170,221,366325
3/10/2021,Sonoma,County,496668,35,28755,0,291,2188,582741,43,31479,37,28638,2,286,444,406972
3/10/2021,Stanislaus,County,562303,63,51255,0,683,1735,523512,88,57707,84,50968,3,706,720,433086
3/10/2021,Sutter,County,105747,8,8942,0,102,221,83387,11,9832,4,8918,0,101,129,65234
3/10/2021,Tehama,County,65885,5,4644,0,34,115,50529,5,4521,3,4623,0,33,51,38977
3/10/2021,Trinity,County,13354,0,308,0,3,13,7197,0,328,0,304,0,3,20,10816
3/10/2021,Tulare,County,484423,36,47806,0,803,1465,475844,40,55392,22,47659,1,793,503,346015
3/10/2021,Tuolumne,County,52351,1,3936,0,57,156,82201,2,4567,2,3931,1,57,41,39369
3/10/2021,Unknown,County,,0,23,0,0,,,,,14,45,0,0,107,643206
3/10/2021,Ventura,County,852747,71,78508,0,916,5029,1165249,102,94855,83,78609,15,878,1267,1043712
3/10/2021,Yolo,County,223612,9,13118,0,190,3602,280044,9,12923,6,13021,0,189,1524,216697
3/10/2021,Yuba,County,79290,3,5574,0,42,181,58447,4,6319,6,5545,0,42,103,49927
3/9/2021,Alameda,County,1685886,117,81925,0,1177,12134,2081590,145,95239,75,81618,9,1151,1834,1466475
3/9/2021,Alpine,County,1117,0,81,0,0,1,1835,0,30,0,78,0,0,1,723
3/9/2021,Amador,County,38531,2,3506,0,44,154,96359,0,4007,4,3494,0,42,40,31758
3/9/2021,Butte,County,217769,15,11125,0,184,699,186433,22,11708,10,11092,0,185,71,150364
3/9/2021,Calaveras,County,44289,2,1936,0,49,122,34844,2,2179,4,1913,0,48,26,24048
3/9/2021,California,State,40129160,2374,3524290,3,55570,211956,50904233,3578,4197147,6412,3513678,442,54320,84140,49443607
3/9/2021,Colusa,County,22593,1,1882,0,12,44,14963,1,1735,3,1880,0,11,16,13460
3/9/2021,Contra Costa,County,1160099,73,63606,0,735,6562,1258701,100,70202,74,63314,4,723,1164,972780
3/9/2021,Del Norte,County,27558,4,1029,0,6,245,67451,6,1122,5,1017,0,5,57,23565
3/9/2021,El Dorado,County,193098,8,9218,0,105,616,145945,11,9046,10,9198,1,98,159,125230
3/9/2021,Fresno,County,1032227,83,97264,0,1498,4331,1020677,160,113781,79,96744,21,1463,210,802729
3/9/2021,Glenn,County,29348,2,2260,0,17,108,21226,2,2315,2,2251,0,15,-6,16113
3/9/2021,Humboldt,County,134098,9,3309,0,33,520,113242,10,3475,10,3288,1,32,168,84327
3/9/2021,Imperial,County,191649,3,27108,0,689,1226,252957,11,30947,12,27045,12,675,-11,160690
3/9/2021,Inyo,County,18453,1,1340,0,35,124,16241,1,1127,4,1324,0,35,-35,13735
3/9/2021,Kern,County,927251,64,93148,0,1144,3813,871456,86,105932,67,92924,1,1088,1476,663866
3/9/2021,Kings,County,156444,22,22238,0,233,779,308429,28,25751,13,22143,0,226,57,145290
3/9/2021,Lake,County,64871,12,3226,0,43,310,58185,12,3751,7,3202,0,42,60,47611
3/9/2021,Lassen,County,30065,0,5126,0,1,256,112591,0,5871,1,5120,0,1,16,43424
3/9/2021,Los Angeles,County,10257557,479,1171017,1,22523,58484,16615175,815,1497312,4558,1167967,212,22080,66023,22614755
3/9/2021,Madera,County,160089,13,15766,0,214,953,206518,21,17732,10,15701,0,211,-39,115880
3/9/2021,Marin,County,260800,15,13374,0,218,1662,426411,14,14764,7,13335,0,214,463,269758
3/9/2021,Mariposa,County,17795,0,376,0,5,117,18613,1,418,0,376,0,5,7,7797
3/9/2021,Mendocino,County,88439,5,3606,0,44,487,87459,4,3971,5,3595,0,42,56,56447
3/9/2021,Merced,County,287420,33,29073,0,407,1470,301015,54,30682,35,28876,1,399,271,212164
3/9/2021,Modoc,County,9475,0,340,0,3,7,5321,0,157,0,338,0,3,-7,3562
3/9/2021,Mono,County,13961,0,1205,0,3,26,14398,0,1305,3,1203,0,3,-2,12691
3/9/2021,Monterey,County,448732,15,41945,0,333,1521,508571,23,47103,31,41894,1,329,134,342712
3/9/2021,Napa,County,139652,7,9184,0,75,1338,224655,8,9939,9,9155,0,75,67,142497
3/9/2021,Nevada,County,98710,2,4106,0,67,320,85229,4,3992,3,4062,0,66,76,57922
3/9/2021,Orange,County,3228519,150,247377,0,4479,12739,3175868,222,301275,89,246989,67,4310,-5115,2708013
3/9/2021,Out of state,County,,,,,,,,,,,,,,855,302072
3/9/2021,Placer,County,400434,22,20234,0,240,1465,322261,29,21443,20,20122,0,239,391,262746
3/9/2021,Plumas,County,18997,0,640,0,4,74,16754,0,610,4,639,0,4,10,12412
3/9/2021,Riverside,County,2468145,143,281028,0,3893,8866,2505652,200,335564,99,280562,38,3821,1579,1959908
3/9/2021,Sacramento,County,1567975,128,95051,0,1466,6710,1503312,151,106760,66,94720,4,1442,1414,1160170
3/9/2021,San Benito,County,64022,6,5815,0,61,276,69283,6,6581,3,5800,0,61,35,46901
3/9/2021,San Bernardino,County,2217398,90,283672,0,4031,9398,2525373,164,335815,77,282971,12,3823,1302,2093493
3/9/2021,San Diego,County,3370418,189,265389,0,3462,13473,3522954,304,281399,473,263745,15,3405,-332,3146060
3/9/2021,San Francisco,County,892280,21,34735,0,456,7314,1689755,45,44052,20,34654,4,450,925,1113216
3/9/2021,San Joaquin,County,782545,102,66534,0,1163,3854,780708,147,77084,76,66383,11,1150,621,606046
3/9/2021,San Luis Obispo,County,278862,29,19759,0,248,1298,432613,42,21143,16,19672,0,245,686,235399
3/9/2021,San Mateo,County,778001,50,39652,0,344,8041,1218100,69,49971,43,39535,1,336,1316,748472
3/9/2021,Santa Barbara,County,456373,29,32466,0,433,2543,513210,56,37263,21,32314,1,428,736,338848
3/9/2021,Santa Clara,County,1967585,144,112363,2,1797,15498,3117377,182,127748,81,111963,0,1756,2533,2105996
3/9/2021,Santa Cruz,County,273999,17,14876,0,199,1965,325426,23,15785,35,14764,0,188,148,203917
3/9/2021,Shasta,County,177925,7,11012,0,100,762,157324,10,8250,25,11113,0,155,123,96133
3/9/2021,Sierra,County,3115,0,49,0,0,9,2278,0,51,0,48,0,0,-1,1156
3/9/2021,Siskiyou,County,43956,0,1470,0,5,51,27547,0,1593,7,1447,0,5,45,25070
3/9/2021,Solano,County,444255,20,30211,0,171,2254,547502,24,31548,22,30090,0,169,437,366104
3/9/2021,Sonoma,County,496668,36,28720,0,291,3171,580553,54,31436,30,28601,0,284,521,406528
3/9/2021,Stanislaus,County,562303,46,51192,0,683,2192,521777,92,57619,59,50884,13,703,575,432366
3/9/2021,Sutter,County,105747,3,8934,0,102,356,83166,5,9821,9,8914,1,101,91,65105
3/9/2021,Tehama,County,65885,5,4639,0,34,147,50414,6,4516,5,4620,0,33,33,38926
3/9/2021,Trinity,County,13354,3,308,0,3,13,7184,3,328,2,304,0,3,-10,10796
3/9/2021,Tulare,County,484423,33,47770,0,803,2102,474379,46,55352,50,47637,1,792,-116,345512
3/9/2021,Tuolumne,County,52351,2,3935,0,57,183,82045,2,4565,8,3929,0,56,43,39328
3/9/2021,Unknown,County,,0,23,0,0,,,,,7,31,0,0,99,643099
3/9/2021,Ventura,County,852747,79,78437,0,916,5278,1160220,116,94753,0,78526,11,863,1228,1042445
3/9/2021,Yolo,County,223612,22,13109,0,190,3210,276442,22,12914,15,13015,0,189,1552,215173
3/9/2021,Yuba,County,79290,11,5571,0,42,285,58266,17,6315,9,5539,0,42,64,49824
3/8/2021,Alameda,County,1685886,109,81808,0,1177,12001,2069456,138,95094,130,81543,-3,1142,5323,1464641
3/8/2021,Alpine,County,1117,0,81,0,0,6,1834,0,30,0,78,0,0,1,722
3/8/2021,Amador,County,38531,2,3504,0,44,453,96205,5,4007,1,3490,0,42,78,31718
3/8/2021,Butte,County,217769,10,11110,0,184,703,185734,10,11686,7,11082,0,185,557,150293
3/8/2021,Calaveras,County,44289,1,1934,0,49,192,34722,2,2177,3,1909,0,48,85,24022
3/8/2021,California,State,40129160,2833,3521916,1,55567,241191,50692277,4226,4193569,2614,3507266,50,53878,217332,49359467
3/8/2021,Colusa,County,22593,1,1881,0,12,38,14919,0,1734,1,1877,0,11,49,13444
3/8/2021,Contra Costa,County,1160099,79,63533,0,735,7901,1252139,102,70102,92,63240,0,719,4052,971616
3/8/2021,Del Norte,County,27558,6,1025,0,6,321,67206,9,1116,2,1012,0,5,89,23508
3/8/2021,El Dorado,County,193098,4,9210,0,105,739,145329,7,9035,4,9188,0,97,517,125071
3/8/2021,Fresno,County,1032227,133,97181,0,1498,4547,1016346,196,113621,116,96665,0,1442,3008,802519
3/8/2021,Glenn,County,29348,1,2258,0,17,86,21118,1,2313,5,2249,0,15,60,16119
3/8/2021,Humboldt,County,134098,9,3300,0,33,733,112722,8,3465,4,3278,0,31,368,84159
3/8/2021,Imperial,County,191649,9,27105,0,689,746,251731,17,30936,14,27033,5,663,264,160701
3/8/2021,Inyo,County,18453,9,1339,0,35,120,16117,8,1126,0,1320,0,35,98,13770
3/8/2021,Kern,County,927251,87,93084,0,1144,4070,867643,98,105846,111,92857,1,1087,1691,662390
3/8/2021,Kings,County,156444,30,22216,0,233,1193,307650,29,25723,27,22130,2,226,272,145233
3/8/2021,Lake,County,64871,5,3214,0,43,262,57875,8,3739,3,3195,0,42,111,47551
3/8/2021,Lassen,County,30065,2,5126,0,1,386,112335,3,5871,0,5119,0,1,52,43408
3/8/2021,Los Angeles,County,10257557,572,1170538,0,22522,71995,16556691,1146,1496497,660,1163409,11,21868,106591,22548732
